"ind","PH","FT","Sub-population"
"Hv-2011S-3-01126",88.4689937089901,78.3334846884456,"HvDRR12"
"Hv-2011S-3-01127",83.1999999456578,79.9093778104951,"HvDRR12"
"Hv-2011S-3-01128",81.3999999456577,75.0764833623933,"HvDRR12"
"Hv-2011S-3-01130",76.9999999456577,80.4093778104951,"HvDRR12"
"Hv-2011S-3-01132",85.7999999456578,76.0679799610327,"HvDRR12"
"Hv-2011S-3-01133",78.7999999456577,84.4461850892378,"HvDRR12"
"Hv-2011S-3-01134",35.8394352648015,NA,"HvDRR12"
"Hv-2011S-3-01135",80.2815921719367,79.5254039559614,"HvDRR12"
"Hv-2011S-3-01136",84.1999999456578,78.3737605282936,"HvDRR12"
"Hv-2011S-3-01137",77.1999999456577,75.3927662858191,"HvDRR12"
"Hv-2011S-3-01138",85.1999999456577,75.3892090113121,"HvDRR12"
"Hv-2011S-3-01139",77.1999999456577,71.866862642597,"HvDRR12"
"Hv-2011S-3-01140",84.2189937089901,80.9755899516034,"HvDRR12"
"Hv-2011S-3-01141",87.7999999456577,74.7282363712893,"HvDRR12"
"Hv-2011S-3-01142",90.9689937089902,80.4524561808895,"HvDRR12"
"Hv-2011S-3-01143",79.9689937089901,79.5171235366448,"HvDRR12"
"Hv-2011S-3-01144",90.5999999456577,78.0274394204922,"HvDRR12"
"Hv-2011S-3-01145",78.21899370899,75.765917120878,"HvDRR12"
"Hv-2011S-3-01146",85.1999999456577,72.3664295734359,"HvDRR12"
"Hv-2011S-3-01147",83.7999999456577,74.3613132943661,"HvDRR12"
"Hv-2011S-3-01148",68.5999999456578,79.2154566760925,"HvDRR12"
"Hv-2011S-3-01150",94.7999999456577,80.6019856992451,"HvDRR12"
"Hv-2011S-3-01151",82.9999999456578,77.7624244054772,"HvDRR12"
"Hv-2011S-3-01152",86.5999999456577,75.5558756779787,"HvDRR12"
"Hv-2011S-3-01153",83.3999999456577,78.2154566760925,"HvDRR12"
"Hv-2011S-3-01154",81.7999999456577,79.6543306718908,"HvDRR12"
"Hv-2011S-3-01155",89.5999999456577,73.5279799610327,"HvDRR12"
"Hv-2011S-3-01156",85.7999999456577,78.2624244054771,"HvDRR12"
"Hv-2011S-3-01157",82.3999999456577,75.8607727538256,"HvDRR12"
"Hv-2011S-3-01158",91.9999999456577,77.5917894848423,"HvDRR12"
"Hv-2011S-3-01159",89.1999999456577,76.9290910721439,"HvDRR12"
"Hv-2011S-3-01161",86.9999999456577,73.0781840426654,"HvDRR12"
"Hv-2011S-3-01162",90.9999999456577,78.4364010136643,"HvDRR12"
"Hv-2011S-3-01163",79.7999999456577,77.9283403213931,"HvDRR12"
"Hv-2011S-3-01164",85.1999999456577,79.898625122323,"HvDRR12"
"Hv-2011S-3-01165",85.3999999456577,77.7346466276994,"HvDRR12"
"Hv-2011S-3-01166",81.5315921719368,75.7622373947158,"HvDRR11"
"Hv-2011S-3-01167",90.7999999456578,71.8620976080916,"HvDRR12"
"Hv-2011S-3-01168",66.7815921719367,70.780881486946,"HvDRR14"
"Hv-2011S-3-01169",89.1999999456577,77.9530560924988,"HvDRR12"
"Hv-2011S-3-01170",89.5999999456577,75.8927662858191,"HvDRR12"
"Hv-2011S-3-01172",90.9988279664349,72.5265865004552,"HvDRR12"
"Hv-2011S-3-01174",86.9999999456577,77.7319584556564,"HvDRR12"
"Hv-2011S-3-01175",81.2189937089901,81.8572942122551,"HvDRR12"
"Hv-2011S-3-01176",90.5999999456577,81.540202183255,"HvDRR12"
"Hv-2011S-3-01177",86.1999999456577,78.6769543200071,"HvDRR12"
"Hv-2011S-3-01178",77.7999999456577,80.4251228181756,"HvDRR12"
"Hv-2011S-3-01179",79.3999999456577,80.2697343469976,"HvDRR12"
"Hv-2011S-3-01181",84.9999999456577,76.3607727538256,"HvDRR12"
"Hv-2011S-3-01182",76.1999999456577,77.0890536805402,"HvDRR13"
"Hv-2011S-3-01183",74.1999999456577,69.3706115399801,"HvDRR13"
"Hv-2011S-3-01184",80.7999999456577,78.4145772995919,"HvDRR13"
"Hv-2011S-3-01185",74.9999999456577,70.8154566760925,"HvDRR13"
"Hv-2011S-3-01186",66.9999999456577,69.0166336810987,"HvDRR13"
"Hv-2011S-3-01187",68.7999999456577,70.6679799610327,"HvDRR13"
"Hv-2011S-3-01188",78.5999999456577,70.9489323419851,"HvDRR13"
"Hv-2011S-3-01189",76.9999999456578,74.6154566760925,"HvDRR13"
"Hv-2011S-3-01190",74.3999999456578,67.2154566760925,"HvDRR13"
"Hv-2011S-3-01191",73.7999999456577,71.4154566760925,"HvDRR13"
"Hv-2011S-3-01192",80.2189937089901,69.0885867292619,"HvDRR13"
"Hv-2011S-3-01193",79.3999999456577,76.2346466276994,"HvDRR13"
"Hv-2011S-3-01194",74.7999999456577,77.0154566760925,"HvDRR13"
"Hv-2011S-3-01195",73.9999999456577,78.0950069880598,"HvDRR13"
"Hv-2011S-3-01196",78.9999999456578,75.8154566760925,"HvDRR13"
"Hv-2011S-3-01197",76.9999999456577,83.401313294366,"HvDRR13"
"Hv-2011S-3-01198",70.5999999456576,69.4154566760925,"HvDRR13"
"Hv-2011S-3-01199",76.3999999456577,70.4829932373956,"HvDRR13"
"Hv-2011S-3-01200",77.9999999456578,72.0154566760925,"HvDRR13"
"Hv-2011S-3-01202",74.9999999456577,79.8154566760925,"HvDRR13"
"Hv-2011S-3-01203",80.7999999456577,66.5013132943661,"HvDRR13"
"Hv-2011S-3-01204",78.5999999456578,77.9013132943661,"HvDRR13"
"Hv-2011S-3-01205",81.9999999456577,72.6513132943661,"HvDRR13"
"Hv-2011S-3-01207",81.5999999456577,79.4238095639261,"HvDRR13"
"Hv-2011S-3-01208",72.3999999456577,69.0561224890963,"HvDRR13"
"Hv-2011S-3-01209",73.1441804854669,76.4890572545381,"HvDRR13"
"Hv-2011S-3-01210",77.3999999456577,69.4665306856705,"HvDRR13"
"Hv-2011S-3-01211",72.2189937089902,70.7312868862477,"HvDRR13"
"Hv-2011S-3-01213",77.1999999456577,67.3346466276994,"HvDRR13"
"Hv-2011S-3-01214",77.3999999456577,66.2154566760925,"HvDRR13"
"Hv-2011S-3-01215",85.1999999456578,76.8154566760925,"HvDRR13"
"Hv-2011S-3-01216",76.1999999456577,80.6154566760925,"HvDRR13"
"Hv-2011S-3-01217",71.1999999456577,73.0154566760925,"HvDRR13"
"Hv-2011S-3-01218",82.1999999456577,81.3576934064805,"HvDRR13"
"Hv-2011S-3-01219",73.7999999456577,67.8154566760925,"HvDRR13"
"Hv-2011S-3-01220",76.4689937089901,76.3342067641234,"HvDRR13"
"Hv-2011S-3-01221",72.4689937089901,71.9503521583251,"HvDRR13"
"Hv-2011S-3-01222",77.9999999456577,78.8607727538255,"HvDRR13"
"Hv-2011S-3-01223",76.5999999456577,76.9283403213931,"HvDRR13"
"Hv-2011S-3-01224",74.7999999456577,71.7568688499217,"HvDRR13"
"Hv-2011S-3-01225",78.1999999456578,77.2154566760925,"HvDRR13"
"Hv-2011S-3-01226",82.1999999456578,77.4283403213932,"HvDRR13"
"Hv-2011S-3-01228",82.7999999456577,69.8154566760925,"HvDRR13"
"Hv-2011S-3-01229",83.7999999456577,77.0154566760925,"HvDRR13"
"Hv-2011S-3-01230",95.2815921719368,68.5294529155174,"HvDRR11"
"Hv-2011S-3-01231",74.5999999456578,68.6513132943661,"HvDRR13"
"Hv-2011S-3-01232",81.9999999456577,76.3986251223231,"HvDRR13"
"Hv-2011S-3-01233",77.3999999456576,77.7319584556564,"HvDRR13"
"Hv-2011S-3-01234",82.9689937089901,78.722165047422,"HvDRR13"
"Hv-2011S-3-01235",66.7999999456577,69.4679799610328,"HvDRR13"
"Hv-2011S-3-01236",79.4689937089901,79.1422719860789,"HvDRR13"
"Hv-2011S-3-01237",80.1999999456577,69.7638509717936,"HvDRR13"
"Hv-2011S-3-01238",69.3999999456577,69.6013132943661,"HvDRR13"
"Hv-2011S-3-01239",70.2189937089901,76.1578192669328,"HvDRR13"
"Hv-2011S-3-01240",76.3150922460231,71.20082054179,"HvDRR13"
"Hv-2011S-3-01241",79.5999999456578,71.7260259380443,"HvDRR13"
"Hv-2011S-3-01242",79.1999999456577,68.0154566760925,"HvDRR13"
"Hv-2011S-3-01243",81.1999999456577,79.2154566760925,"HvDRR13"
"Hv-2011S-3-01244",77.3999999456577,68.8346466276994,"HvDRR13"
"Hv-2011S-3-01245",80.1999999456577,75.5235817215931,"HvDRR13"
"Hv-2011S-3-01246",78.9999999456577,68.251130144183,"HvDRR13"
"Hv-2011S-3-01248",76.9999999456577,66.0372782066468,"HvDRR13"
"Hv-2011S-3-01249",86.9999999456577,75.8599007571602,"HvDRR13"
"Hv-2011S-3-01250",76.9999999456578,69.2154566760925,"HvDRR13"
"Hv-2011S-3-01251",79.1999999456578,67.2154566760925,"HvDRR13"
"Hv-2011S-3-01252",71.3999999456577,73.2260259380442,"HvDRR13"
"Hv-2011S-3-01253",81.4689937089901,73.6931615407007,"HvDRR13"
"Hv-2011S-3-01254",78.7999999456578,80.6154566760925,"HvDRR13"
"Hv-2011S-3-01255",73.6674479318063,67.2202918069943,"HvDRR14"
"Hv-2011S-3-01257",70.7815921719367,74.9272551133196,"HvDRR14"
"Hv-2011S-3-01258",71.0007812651395,69.5254039559614,"HvDRR14"
"Hv-2011S-3-01259",72.5315921719368,77.9830000870668,"HvDRR14"
"Hv-2011S-3-01260",68.7815921719368,67.6294529155174,"HvDRR14"
"Hv-2011S-3-01261",59.5315921719367,69.0791670479632,"HvDRR14"
"Hv-2011S-3-01263",63.0315921719368,74.5050300355477,"HvDRR14"
"Hv-2011S-3-01264",70.5315921719368,74.8291670479632,"HvDRR14"
"Hv-2011S-3-01266",70.0007812651396,66.6723100583745,"HvDRR14"
"Hv-2011S-3-01267",71.3341145984728,67.3886532235271,"HvDRR14"
"Hv-2011S-3-01269",72.6674479318062,67.8665325718791,"HvDRR14"
"Hv-2011S-3-01270",70.0315921719367,75.5277140466626,"HvDRR14"
"Hv-2011S-3-01271",55.6674479318062,70.9783571822191,"HvDRR14"
"Hv-2011S-3-01272",74.5315921719368,67.760135610606,"HvDRR14"
"Hv-2011S-3-01274",67.2815921719367,66.6182533278277,"HvDRR14"
"Hv-2011S-3-01275",67.2815921719368,69.9143267391121,"HvDRR14"
"Hv-2011S-3-01276",67.0007812651395,65.8241897576226,"HvDRR14"
"Hv-2011S-3-01277",66.334114598473,76.8587372892947,"HvDRR14"
"Hv-2011S-3-01278",71.6674479318062,68.6371452232097,"HvDRR14"
"Hv-2011S-3-01279",70.0315921719368,72.3432101447674,"HvDRR14"
"Hv-2011S-3-01280",66.7815921719368,68.9705932070638,"HvDRR14"
"Hv-2011S-3-01282",70.0315921719367,71.4172267079144,"HvDRR14"
"Hv-2011S-3-01283",69.5315921719367,72.7294529155174,"HvDRR14"
"Hv-2011S-3-01284",60.0315921719367,74.9641333809859,"HvDRR14"
"Hv-2011S-3-01286",72.2815921719367,69.2525298385943,"HvDRR14"
"Hv-2011S-3-01288",68.7815921719368,69.2618539215348,"HvDRR14"
"Hv-2011S-3-01289",68.5315921719368,71.3535549598987,"HvDRR14"
"Hv-2011S-3-01290",68.7815921719368,70.0510086264789,"HvDRR14"
"Hv-2011S-3-01291",68.5315921719367,69.3479153007952,"HvDRR14"
"Hv-2011S-3-01292",68.0315921719367,70.4568465552987,"HvDRR14"
"Hv-2011S-3-01293",71.5315921719368,73.4594065592955,"HvDRR14"
"Hv-2011S-3-01295",57.1240248923283,77.7404563239687,"HvDRR14"
"Hv-2011S-3-01296",75.7815921719367,71.4186565733388,"HvDRR14"
"Hv-2011S-3-01298",69.5315921719368,70.4268022772726,"HvDRR14"
"Hv-2011S-3-01299",61.0315921719368,68.0723100583745,"HvDRR14"
"Hv-2011S-3-01301",63.0315921719368,72.0632781197134,"HvDRR14"
"Hv-2011S-3-01302",64.0315921719368,75.0057360246847,"HvDRR14"
"Hv-2011S-3-01303",69.3341145984729,69.3805482172507,"HvDRR14"
"Hv-2011S-3-01304",71.7189937089901,68.9488128816969,"HvDRR13"
"Hv-2011S-3-01305",69.5315921719367,71.2974493242895,"HvDRR14"
"Hv-2011S-3-01306",70.0315921719368,67.2571422167166,"HvDRR14"
"Hv-2011S-3-01307",68.7815921719368,69.1620720504179,"HvDRR14"
"Hv-2011S-3-01308",63.5315921719368,66.1056433917079,"HvDRR14"
"Hv-2011S-3-01309",66.3341145984729,69.8805482172507,"HvDRR14"
"Hv-2011S-3-01310",68.5315921719367,70.0892582052281,"HvDRR14"
"Hv-2011S-3-01312",71.2815921719368,68.5267502128147,"HvDRR14"
"Hv-2011S-3-01313",69.0315921719367,70.2898975153678,"HvDRR14"
"Hv-2011S-3-01314",69.0315921719367,67.9813403968683,"HvDRR14"
"Hv-2011S-3-01315",63.7815921719368,70.6898975153678,"HvDRR14"
"Hv-2011S-3-01316",67.0007812651396,70.233517239553,"HvDRR14"
"Hv-2011S-3-01320",68.7815921719368,70.026037866245,"HvDRR14"
"Hv-2011S-3-01321",74.0315921719368,71.5006310644508,"HvDRR14"
"Hv-2011S-3-01322",69.5315921719368,71.7094021593307,"HvDRR14"
"Hv-2011S-3-01324",57.7815921719368,70.2908055056826,"HvDRR14"
"Hv-2011S-3-01325",60.6674479318063,69.2398176515742,"HvDRR14"
"Hv-2011S-3-01326",61.0315921719368,71.1455343484143,"HvDRR14"
"Hv-2011S-3-01327",66.2815921719368,68.182741752383,"HvDRR14"
"Hv-2011S-3-01328",71.0315921719367,65.9091139324665,"HvDRR14"
"Hv-2011S-3-01330",72.7815921719368,71.2525298385943,"HvDRR14"
"Hv-2011S-3-01331",65.6674479318063,71.6239236846821,"HvDRR14"
"Hv-2011S-3-01332",74.0315921719367,74.4654429843915,"HvDRR14"
"Hv-2011S-3-01333",66.7815921719368,67.6294529155174,"HvDRR14"
"Hv-2011S-3-01334",66.0315921719367,68.4602221462866,"HvDRR14"
"Hv-2011S-3-01335",72.5315921719368,71.9644045241585,"HvDRR14"
"Hv-2011S-3-01336",68.7815921719368,66.6888011231756,"HvDRR14"
"Hv-2011S-3-01337",66.7815921719367,69.7506488013202,"HvDRR14"
"Hv-2011S-3-01338",65.5315921719367,73.5198975153678,"HvDRR14"
"Hv-2011S-3-01339",70.7815921719367,67.6508344136459,"HvDRR14"
"Hv-2011S-3-01340",67.2815921719367,70.5634301842493,"HvDRR14"
"Hv-2011S-3-01341",71.0315921719368,67.9505055470963,"HvDRR14"
"Hv-2011S-3-01342",71.2815921719368,67.9569629061173,"HvDRR14"
"Hv-2011S-3-01343",60.7815921719368,66.8301780111278,"HvDRR14"
"Hv-2011S-3-01345",68.5315921719368,70.1250714434152,"HvDRR14"
"Hv-2011S-3-01347",73.2815921719367,70.5164092594958,"HvDRR14"
"Hv-2011S-3-01348",NA,NA,"HvDRR14"
"Hv-2011S-3-01349",76.5315921719367,66.5243247103892,"HvDRR14"
"Hv-2011S-3-01350",70.2815921719368,70.9747346080996,"HvDRR14"
"Hv-2011S-3-01351",75.5315921719368,72.6627862488507,"HvDRR14"
"Hv-2011S-3-01353",73.96899370899,75.3012725933169,"HvDRR15"
"Hv-2011S-3-01355",70.9999999456576,80.0154566760926,"HvDRR15"
"Hv-2011S-3-01356",70.5999999456579,82.4154566760924,"HvDRR15"
"Hv-2011S-3-01357",75.21899370899,74.9232282781892,"HvDRR15"
"Hv-2011S-3-01358",75.7189937089899,78.3342067641234,"HvDRR15"
"Hv-2011S-3-01359",76.1999999456578,78.0950069880599,"HvDRR15"
"Hv-2011S-3-01360",70.9999999456577,74.5594329524858,"HvDRR15"
"Hv-2011S-3-01364",72.7999999456577,79.2346466276994,"HvDRR15"
"Hv-2011S-3-01365",73.3999999456577,80.3735355165883,"HvDRR15"
"Hv-2011S-3-01366",72.3999999456577,78.8154566760925,"HvDRR15"
"Hv-2011S-3-01367",75.3999999456577,78.6154566760925,"HvDRR15"
"Hv-2011S-3-01368",71.7999999456578,76.0950069880598,"HvDRR15"
"Hv-2011S-3-01369",81.5999999456577,80.88848280199,"HvDRR15"
"Hv-2011S-3-01370",74.9999999456577,76.5652917889898,"HvDRR15"
"Hv-2011S-3-01371",76.9999999456578,76.0154566760925,"HvDRR15"
"Hv-2011S-3-01373",74.9999999456577,80.0154566760925,"HvDRR15"
"Hv-2011S-3-01374",73.0315921719367,71.6845549563337,"HvDRR19"
"Hv-2011S-3-01376",78.3999999456577,74.2154566760925,"HvDRR15"
"Hv-2011S-3-01377",71.5999999456577,80.1776024311875,"HvDRR15"
"Hv-2011S-3-01379",72.9999999456576,75.8154566760925,"HvDRR15"
"Hv-2011S-3-01380",73.5999999456578,74.1375333142959,"HvDRR15"
"Hv-2011S-3-01381",73.3999999456576,74.6154566760925,"HvDRR15"
"Hv-2011S-3-01382",69.9999999456577,75.0154566760925,"HvDRR15"
"Hv-2011S-3-01383",74.9999999456577,73.1271582145352,"HvDRR15"
"Hv-2011S-3-01384",70.7999999456577,75.0013757636298,"HvDRR15"
"Hv-2011S-3-01385",70.1999999456577,72.7706826637354,"HvDRR15"
"Hv-2011S-3-01387",72.5999999456577,81.8154566760925,"HvDRR15"
"Hv-2011S-3-01389",70.7999999456578,79.5760444771618,"HvDRR15"
"Hv-2011S-3-01390",77.3999999456576,77.5175510605248,"HvDRR15"
"Hv-2011S-3-01393",72.9999999456577,79.2154566760925,"HvDRR15"
"Hv-2011S-3-01395",73.1999999456577,77.9290910721439,"HvDRR15"
"Hv-2011S-3-01396",68.9999999456577,74.8607727538255,"HvDRR15"
"Hv-2011S-3-01401",69.1999999456578,81.5052556540679,"HvDRR15"
"Hv-2011S-3-01402",72.7999999456576,81.4154566760925,"HvDRR15"
"Hv-2011S-3-01404",68.0315921719368,63.7294529155174,"HvDRR16"
"Hv-2011S-3-01405",76.9999999456576,75.7114559503304,"HvDRR15"
"Hv-2011S-3-01406",73.1999999456578,77.8154566760925,"HvDRR15"
"Hv-2011S-3-01408",74.7189937089901,69.4134345964853,"HvDRR15"
"Hv-2011S-3-01409",76.5999999456578,72.6154566760925,"HvDRR15"
"Hv-2011S-3-01410",71.3999999456578,71.357983233394,"HvDRR07"
"Hv-2011S-3-01412",72.5999999456577,71.8992807740409,"HvDRR15"
"Hv-2011S-3-01414",75.5999999456577,81.4364010136643,"HvDRR15"
"Hv-2011S-3-01415",73.5999999456577,75.6154566760925,"HvDRR15"
"Hv-2011S-3-01417",72.71899370899,75.5842067641234,"HvDRR15"
"Hv-2011S-3-01418",71.5999999456577,78.2326141073743,"HvDRR15"
"Hv-2011S-3-01419",77.9999999456578,75.4154566760925,"HvDRR15"
"Hv-2011S-3-01420",74.1999999456577,72.3927662858191,"HvDRR15"
"Hv-2011S-3-01421",74.3999999456577,80.8820825251353,"HvDRR15"
"Hv-2011S-3-01422",76.71899370899,79.457294212255,"HvDRR15"
"Hv-2011S-3-01423",66.3787813639213,79.5171235366447,"HvDRR15"
"Hv-2011S-3-01425",76.4689937089901,74.7846551756037,"HvDRR15"
"Hv-2011S-3-01426",67.0315921719368,59.0509243449787,"HvDRR16"
"Hv-2011S-3-01427",58.7815921719367,61.8291670479632,"HvDRR16"
"Hv-2011S-3-01428",66.0315921719368,60.7581105737871,"HvDRR16"
"Hv-2011S-3-01429",66.7815921719368,59.9294529155174,"HvDRR16"
"Hv-2011S-3-01430",60.5315921719368,67.9694939916395,"HvDRR16"
"Hv-2011S-3-01431",63.0315921719368,56.1065641820346,"HvDRR16"
"Hv-2011S-3-01432",68.2815921719368,60.1113260867964,"HvDRR16"
"Hv-2011S-3-01433",58.4622459811836,78.5104039150978,"HvDRR16"
"Hv-2011S-3-01434",55.7815921719368,66.4799272772726,"HvDRR16"
"Hv-2011S-3-01435",67.0315921719368,73.1694529155174,"HvDRR16"
"Hv-2011S-3-01436",60.0315921719368,60.8645502931457,"HvDRR16"
"Hv-2011S-3-01437",61.7815921719367,68.6797784677488,"HvDRR16"
"Hv-2011S-3-01439",59.0007812651395,60.5095968002466,"HvDRR16"
"Hv-2011S-3-01440",57.3341145984729,79.3977546949835,"HvDRR16"
"Hv-2011S-3-01441",67.6674479318062,75.0109579148198,"HvDRR16"
"Hv-2011S-3-01442",59.4817300785648,69.890672232695,"HvDRR16"
"Hv-2011S-3-01443",70.3341145984731,71.5254039559614,"HvDRR16"
"Hv-2011S-3-01444",66.0315921719368,57.3291670479632,"HvDRR16"
"Hv-2011S-3-01445",73.5676969671087,68.0730335349471,"HvDRR16"
"Hv-2011S-3-01446",58.4622459811836,70.997710097273,"HvDRR16"
"Hv-2011S-3-01447",58.3341145984729,65.8309685493466,"HvDRR16"
"Hv-2011S-3-01448",67.6674479318063,68.934717260497,"HvDRR16"
"Hv-2011S-3-01449",67.7815921719368,70.7137070391773,"HvDRR16"
"Hv-2011S-3-01451",60.3341145984728,71.1694409260614,"HvDRR16"
"Hv-2011S-3-01452",62.5315921719368,61.0228907126467,"HvDRR16"
"Hv-2011S-3-01455",62.0315921719367,65.0089709878065,"HvDRR16"
"Hv-2011S-3-01456",60.5315921719368,61.576910542636,"HvDRR16"
"Hv-2011S-3-01457",68.5315921719367,60.8627862488507,"HvDRR16"
"Hv-2011S-3-01458",53.0315921719367,68.0934689439393,"HvDRR16"
"Hv-2011S-3-01459",67.5315921719367,71.5171850015682,"HvDRR16"
"Hv-2011S-3-01460",54.7815921719367,61.2306605675767,"HvDRR16"
"Hv-2011S-3-01462",62.5315921719368,61.7294529155174,"HvDRR16"
"Hv-2011S-3-01463",56.7815921719367,68.2353352684586,"HvDRR16"
"Hv-2011S-3-01464",72.0315921719367,71.830326896213,"HvDRR16"
"Hv-2011S-3-01465",63.7815921719367,62.1294529155174,"HvDRR16"
"Hv-2011S-3-01466",73.7815921719367,71.058038104937,"HvDRR16"
"Hv-2011S-3-01467",65.0315921719367,73.336388743438,"HvDRR16"
"Hv-2011S-3-01468",65.5315921719368,57.9294529155174,"HvDRR16"
"Hv-2011S-3-01470",65.7815921719368,62.8291670479632,"HvDRR16"
"Hv-2011S-3-01471",62.2815921719368,69.0245484825671,"HvDRR16"
"Hv-2011S-3-01472",59.7815921719368,59.5602221462866,"HvDRR16"
"Hv-2011S-3-01473",47.5315921719367,65.9356901279949,"HvDRR16"
"Hv-2011S-3-01474",67.7815921719368,71.0750669506051,"HvDRR17"
"Hv-2011S-3-01476",52.5315921719367,73.3709950763435,"HvDRR16"
"Hv-2011S-3-01477",57.0315921719367,65.4294529155173,"HvDRR16"
"Hv-2011S-3-01478",61.0315921719368,58.0791670479631,"HvDRR16"
"Hv-2011S-3-01479",57.0315921719367,67.7056433917079,"HvDRR16"
"Hv-2011S-3-01480",62.5315921719368,59.9956901982947,"HvDRR16"
"Hv-2011S-3-01481",61.5315921719368,61.3276999347227,"HvDRR16"
"Hv-2011S-3-01482",65.2815921719367,58.1294529155174,"HvDRR16"
"Hv-2011S-3-01483",67.2815921719367,68.2600221259598,"HvDRR16"
"Hv-2011S-3-01484",50.7815921719367,68.776910542636,"HvDRR16"
"Hv-2011S-3-01486",64.5676969671087,61.2600636101352,"HvDRR16"
"Hv-2011S-3-01487",64.7815921719367,66.7602221462866,"HvDRR16"
"Hv-2011S-3-01488",63.7815921719368,72.4467331528486,"HvDRR16"
"Hv-2011S-3-01489",65.2815921719368,68.317688209635,"HvDRR16"
"Hv-2011S-3-01490",72.5315921719368,67.4470511487599,"HvDRR16"
"Hv-2011S-3-01492",64.9999999456578,74.0351108586376,"HvDRR09"
"Hv-2011S-3-01494",60.0007812651396,58.592539376836,"HvDRR16"
"Hv-2011S-3-01495",68.6674479318062,60.1263951957077,"HvDRR16"
"Hv-2011S-3-01496",63.7815921719368,65.1105820391774,"HvDRR16"
"Hv-2011S-3-01497",67.1240248923284,74.7404563239686,"HvDRR16"
"Hv-2011S-3-01498",71.5315921719368,57.1294529155174,"HvDRR16"
"Hv-2011S-3-01499",62.0315921719367,60.8291670479632,"HvDRR16"
"Hv-2011S-3-01500",68.7815921719368,62.798868548658,"HvDRR16"
"Hv-2011S-3-01502",64.0315921719368,61.0716312614979,"HvDRR16"
"Hv-2011S-3-01503",70.7815921719367,59.7294529155174,"HvDRR16"
"Hv-2011S-3-01504",80.6674479318063,75.6871420754867,"HvDRR16"
"Hv-2011S-3-01505",75.7815921719368,66.2223561413238,"HvDRR16"
"Hv-2011S-3-01506",75.7815921719368,74.3312461158767,"HvDRR16"
"Hv-2011S-3-01508",69.0315921719368,71.3717064584572,"HvDRR16"
"Hv-2011S-3-01509",67.0315921719368,60.355768704991,"HvDRR16"
"Hv-2011S-3-01511",54.2815921719367,58.8291670479632,"HvDRR16"
"Hv-2011S-3-01512",60.0315921719368,64.4723100583745,"HvDRR16"
"Hv-2011S-3-01513",65.7815921719367,61.3354857506619,"HvDRR16"
"Hv-2011S-3-01514",70.7815921719368,72.752657689335,"HvDRR16"
"Hv-2011S-3-01515",69.5315921719368,74.3291670479632,"HvDRR16"
"Hv-2011S-3-01518",73.2815921719368,69.9536901257544,"HvDRR16"
"Hv-2011S-3-01519",56.0007812651395,69.7771303268827,"HvDRR16"
"Hv-2011S-3-01520",77.2815921719367,70.581154345969,"HvDRR16"
"Hv-2011S-3-01521",70.7815921719367,61.4498975153678,"HvDRR16"
"Hv-2011S-3-01522",59.0315921719368,77.3649768804472,"HvDRR16"
"Hv-2011S-3-01523",70.9817300785649,63.4373136170413,"HvDRR16"
"Hv-2011S-3-01525",71.2815921719368,70.0999465349757,"HvDRR16"
"Hv-2011S-3-01526",56.9999999456578,56.8029557051413,"HvDRR31"
"Hv-2011S-3-01527",55.2815921719368,64.0791670479632,"HvDRR16"
"Hv-2011S-3-01528",76.0315921719368,74.7272551133196,"HvDRR16"
"Hv-2011S-3-01529",47.1240248923282,68.7404563239687,"HvDRR16"
"Hv-2011S-3-01532",61.2815921719367,63.4168652038517,"HvDRR16"
"Hv-2011S-3-01533",67.0315921719368,68.0311368316071,"HvDRR17"
"Hv-2011S-3-01537",76.0315921719368,75.8291670479632,"HvDRR17"
"Hv-2011S-3-01538",54.2815921719367,58.5791670479632,"HvDRR17"
"Hv-2011S-3-01539",72.6674479318062,62.4029952131071,"HvDRR17"
"Hv-2011S-3-01540",77.5315921719367,62.0373201957802,"HvDRR17"
"Hv-2011S-3-01542",73.0315921719368,71.2489651106393,"HvDRR17"
"Hv-2011S-3-01546",72.3341145984729,57.2197857536476,"HvDRR17"
"Hv-2011S-3-01548",62.4622459811836,65.8437372484311,"HvDRR17"
"Hv-2011S-3-01549",64.7815921719368,68.3938657693361,"HvDRR17"
"Hv-2011S-3-01550",73.7815921719367,58.3294529155174,"HvDRR17"
"Hv-2011S-3-01551",64.2815921719367,59.3294529155174,"HvDRR17"
"Hv-2011S-3-01552",66.0007812651396,65.4448837928634,"HvDRR17"
"Hv-2011S-3-01553",73.2815921719369,71.5791670479632,"HvDRR17"
"Hv-2011S-3-01554",78.7815921719368,72.8704851633495,"HvDRR17"
"Hv-2011S-3-01555",64.5315921719368,58.0791670479632,"HvDRR17"
"Hv-2011S-3-01556",77.0315921719368,72.0791670479632,"HvDRR17"
"Hv-2011S-3-01557",75.0315921719368,69.4789405306404,"HvDRR17"
"Hv-2011S-3-01558",82.0315921719367,68.8627862488507,"HvDRR17"
"Hv-2011S-3-01559",77.5315921719368,68.6351356106059,"HvDRR17"
"Hv-2011S-3-01560",73.2815921719368,65.5891020383244,"HvDRR17"
"Hv-2011S-3-01561",74.2815921719367,67.2084002839384,"HvDRR17"
"Hv-2011S-3-01562",85.0315921719368,70.2949570391774,"HvDRR17"
"Hv-2011S-3-01563",75.3341145984729,73.0981663204493,"HvDRR17"
"Hv-2011S-3-01564",84.7815921719368,68.3063132279943,"HvDRR17"
